Phrase,Total Gematria Value
אתה יהוה לא־תכלא רחמיך ממני חסדך ואמתך תמיד יצרוני,2711
כי אפפו־עלי ׀ רעות עד־אין מספר השיגוני עונתי ולא־יכלתי לראות עצמו משערות ראשי ולבי עזבני,5482
רצה יהוה להצילני יהוה לעזרתי חושה,1608
יבשו ויחפרו ׀ יחד מבקשי נפשי לספותה יסגו אחור ויכלמו חפצי רעתי,3397
ישמו על־עקב בשתם האמרים לי האח ׀ האח,1734
ישישו וישמחו ׀ בך כל־מבקשיך יאמרו תמיד יגדל יהוה אהבי תשועתך,3538
ואני ׀ עני ואביון אדני יחשב לי עזרתי ומפלטי אתה אלהי אל־תאחר,2651
למנצח מזמור לדוד,555
אשרי משכיל אל־דל ביום רעה ימלטהו יהוה,1435
יהוה ׀ ישמרהו ויחיהו יאשר כ ואשר ק בארץ ואל־תתנהו בנפש איביו,3422
יהוה יסעדנו על־ערש דוי כל־משכבו הפכת בחליו,1895
א‍ני־אמרתי יהוה חנני רפאה נפשי כי־חטאתי לך,2090
אויבי יאמרו רע לי מתי ימות ואבד שמו,1861
ואם־בא לראות ׀ שוא ידבר לבו יקבץ־און לו יצא לחוץ ידבר,1994
יחד עלי יתלחשו כל־שנאי עלי ׀ יחשבו רעה לי,2048
דבר־בליעל יצוק בו ואשר כב לא־יוסיף לקום,1464
גם־איש שלומי ׀ אשר־בטחתי בו אוכל לחמי הגדיל עלי עקב,2157
ואתה יהוה חנני והקימני ואשלמה להם,1234
בזאת ידעתי כי־חפצת בי כי לא־יריע איבי עלי,2008
ואני בתמי תמכת בי ותציבני לפניך לעולם,2325
ברוך יהוה ׀ אלהי ישראל מהעולם ועד העולם אמן ׀ ואמן,1451
למנצח משכיל לבני־קרח,1018
כאיל תערג על־אפיקי־מים כן נפשי תערג אליך אלהים,2455
צמאה נפשי ׀ לאלהים לאל חי מתי אבוא ואראה פני אלהים,1670
היתה־לי דמעתי לחם יומם ולילה באמר אלי כל־היום איה אלהיך,1716
אלה אזכרה ׀ ואשפכה עלי ׀ נפשי כי אעבר ׀ בסך אדדם עד־בית אלהים בקול־רנה ותודה המון חוגג,3172
מה־תשתוחחי ׀ נפשי ותהמי עלי הוחילי לאלהים כי־עוד אודנו ישועות פניו,3488
א‍להי עלי נפשי תשתוחח על־כן אזכרך מארץ ירדן וחרמונים מהר מצער,3736
תהום־אל־תהום קורא  לקול צנוריך כל־משבריך וגליך עלי עברו,2861
יומם ׀ יצוה יהוה ׀ חסדו ובלילה שירה כ שירו ק עמי תפלה לאל חיי,2269
אומרה ׀ לאל סלעי למה שכחתני למה־קדר אלך בלחץ אויב,1925
ברצח ׀ בעצמותי חרפוני צוררי באמרם  אלי כל־היום איה אלהיך,2295
מה־תשתוחחי ׀ נפשי ומה־תהמי עלי הוחילי לאלהים כי־עוד אודנו ישועת פני ואלהי,3573
שפטני אלהים ׀ וריבה ריבי מגוי לא־חסיד מאיש־מרמה ועולה תפלטני,2484
כי־אתה ׀ אלהי מעוזי למה זנחתני למה־קדר אתהלך בלחץ אויב,2199
שלח־אורך ואמתך המה ינחוני יביאוני אל־הר־קדשך ואל־משכנותיך,2848
ואבואה ׀ אל־מזבח אלהים אל־אל שמחת גילי ואודך בכנור אלהים אלהי,1505
מה־תשתוחחי ׀ נפשי ומה־תהמי עלי הוחילי לאלהים כי־עוד אודנו ישועת פני ואלהי,3573
למנצח לבני־קרח משכיל,1018
אלהים ׀ באזנינו שמענו אבותינו ספרו־לנו פעל פעלת בימיהם בימי קדם,2658
אתה ׀ ידך גוים הורשת ותטעם תרע לאמים ותשלחם,3510
כי לא בחרבם ירשו ארץ וזרועם לא־הושיעה למו כי־ימינך וזרועך ואור פניך כי רציתם,3564
אתה־הוא מלכי אלהים צוה ישועות יעקב,1679
בך צרינו ננגח בשמך נבוס קמינו,1175
כי לא בקשתי אבטח וחרבי לא תושיעני,1996
כי הושעתנו מצרינו ומשנאינו הבישות,2449
באלהים הללנו כל־היום ושמך ׀ לעולם נודה סלה,1022
אף־זנחת ותכלימנו ולא־תצא בצבאותינו,2203
תשיבנו אחור מני־צר ומשנאינו שסו למו,2278
תתננו כצאן מאכל ובגוים זריתנו,1898
תמכר־עמך בלא־הון ולא־רבית במחיריהם,1848
תשימנו חרפה לשכנינו לעג וקלס לסביבותינו,2440
תשימנו משל בגוים מנוד־ראש בל־אמים,1961
כל־היום כלמתי נגדי ובשת פני כסתני,2066
מקול מחרף ומגדף מפני אויב ומתנקם,1472
כל־זאת באתנו ולא שכחנוך ולאש־קרנו בבריתך,2685
לא־נסוג אחור לבנו ותט אשרינו מני ארחך,1764
כי דכיתנו במקום תנים ותכס עלינו בצלמות,2428
אםש־כחנו שם אלהינו ונפרש כפינו לאל זר,1937
הלא אלהים יחקר־זאת כי־הוא ידע תעלמות לב,1952
כי־עליך הרגנו כל־היום נחשבנו כצאן טבחה,1136
עורה ׀ למה תישן ׀ אדני הקיצה אל־תזנח לנצח,2065
למה־פניך תסתיר תשכח ענינו ולחצנו,2409
כי שחה לעפר נפשנו דבקה לארץ בטננו,1758
קומה  עזרתה לנו ופדנו למען חסדך,1347
למנצח עלש־שנים לבני־קרח משכיל שיר ידידת,2756
רחש לבי ׀ דבר טוב אמר אני מעשי למלך לשוני עט ׀ סופר מהיר,2691
יפיפית מבני אדם הוצק חן בשפתותיך על־כן ברכך אלהים לעולם,2888
חגור־חרבך על־ירך גבור הודך והדרך,1258
והדרך  ׀ צלח רכב על־דבר־אמת וענוה־צדק ותורך נוראות ימינך,3088
חציך שנונים עמים תחתיך יפלו בלב אויבי המלך,1866
כסאך אלהים עולם ועד שבט מישר שבט מלכותך,2101
אהבת צדק ותשנא רשע על־כן ׀ משחך אלהים אלהיך שמן ששון מחבריך,3945
מר־ואהלות קציעות כל־בגדתיך מן־היכלי ן מני שמחוך,2542
בנות מלכים ביקרותיך נצבה שגל לימינך בכתם אופיר,2745
שמעי־בת וראי והטי אזנך ושכחי עמך ובית אביך,2072
ויתאו המלך יפיך כי־הוא אדניך והשתחוי־לו,1536
ובת־צר ׀ במנחה פניך יחלו עשירי עם,1717
כל־כבודה בת־מלך פנימה ממשבצות זהב לבושה,1999
לרקמות תובל למלך בתולות אחריה רעותיה מובאות לך,3598
תובלנה בשמחת וגיל תבאינה בהיכל מלך,1917
תחת אבתיך יהיו בניך תשיתמו לשרים בכל־הארץ,3438
אזכירה מך בכל־דר ודר על־כן עמים יהודך לעלם ועד,1394
למנצח לבני־קרח על־עלמות שיר,1774
אלהים לנו מחסה ועז עזרה בצרות נמצא מאד,1574
על־כן לא־נירא בהמיר ארץ ובמוט הרים בלב ימים,1462
יהמו יחמרו מימיו ירעשו־הרים בגאותו סלה,1785
נהר פלגיו ישמחו עיר־אלהים קדש משכני עליון,2104
אלהים בקרבה בל־תמוט יעזרה אלהים לפנות בקר,2128
המו גוים מטו ממלכות נתן בקולו תמוג ארץ,2085
יהוה צבאות עמנו משגב־לנו אלהי יעקב סלה,1445
לכו־חזו מפעלות יהוה אשר־שם שמות בארץ,2609
משבית מלחמות עד־קצה הארץ קשת ישבר וקצץ חנית עגלות ישרף באש,5309
הרפו ודעו כי־אנכי אלהים ארום בגוים ארום בארץ,1422
יהוה צבאות עמנו משגב־לנו אלהי יעקב סלה,1445
למנצח ׀ לבני־קרח מזמור,911
כל־העמים תקעו־כף הריעו לאלהים בקול רנה,1691
כי־יהוה עליון נורא מלך גדול על־כל־הארץ,1058
ידבר עמים תחתינו ולאמים תחת רגלינו,2484
יבחר־לנו את־נחלתנו את גאון יעקב אשר־אהב סלה,2498
עלה אלהים בתרועה יהוה בקול שופר,1624
זמרו אלהים זמרו זמרו למלכנו זמרו,1274
כי מלך כל־הארץ אלהים זמרו משכיל,1205
מלך אלהים על־גוים אלהים ישב ׀ על־כסא קדשו,1324
נדיבי עמים ׀ נאספו עם אלהי אברהם כי לאלהים מגני־ארץ מאד נעלה,1577
שיר מזמור לבני־קרח,1203
גדול יהוה ומהלל מאד בעיר אלהינו הר־קדשו,1224
יפה נוף משוש כל־הארץ הר־ציון ירכתי צפון קרית מלך רב,3452
אלהים בארמנותיה נודע למשגב,1305
כי־הנה המלכים נועדו עברו יחדו,677
המה ראו כן תמהו נבהלו נחפזו,1022
רעדה אחזתם שם חיל כיולדה,1198
ברוח קדים תשבר אניות תרשיש,2949
כאשר שמענו ׀ כן ראינו בעיר־יהוה צבאות בעיר אלהינו אלהים יכוננה עד־עולם סלה,3057
דמינו אלהים חסדך בקרב היכלך,677
כשמך אלהים כן תהלתך על־קצוי־ארץ צדק מלאה ימינך,2388
ישמח ׀ הר־ציון תגלנה בנות יהודה למען משפטיך,2344
סבו ציון והקיפוה ספרו מגדליה,874
שיתו לבכם ׀ לחילה פסגו ארמנותיה למען תספרו לדור אחרון,3193
כי זה ׀ אלהים אלהינו עולם ועד הוא ינהגנו על־מות,1138
למנצח ׀ לבני־קרח מזמור,911
שמעו־זאת כל־העמים האזינו כל־ישבי חלד,1532
גם־בני אדם גם־בני־איש יחד עשיר ואביון,1243
פי ידבר חכמות והגות לבי תבונות,2106
אטה למשל אזני אפתח בכנור חידתי,1682
למה אירא בימי רע עון עקבי יסובני,1065
הבטחים על־חילם וברב עשרם יתהללו,1563
אח לא־פדה יפדה איש לא־יתן לאלהים כפרו,1452
ויקר פדיון נפשם וחדל לעולם,1160
ויחי־עוד לנצח לא יראה השחת,1252
כי יראה ׀ חכמים ימותו יחד כסיל ובער יאבדו ועזבו לאחרים חילם,1737
קרבם בתימו ׀ לעולם משכנתם לדר ודר קראו בשמותם עלי אדמות,3926
ואדם ביקר בל־ילין נמשל כבהמות נדמו,1488
זה דרכם כסל למו ואחריהם ׀ בפיהם ירצו סלה,1270
כצאן ׀ לשאול שתו מות ירעם וירדו בם ישרים ׀ לבקר וצירם כ וצורם ק לבלות שאול מזבל לו,4888
אך־אלהים יפדה נפשי מיד־שאול כי יקחני סלה,1340
אל־תירא כי־יעשר איש כי־ירבה כבוד ביתו,2260
כי לא במותו יקח הכל לא־ירד אחריו כבודו,1196
כי־נפשו בחייו יברך ויודך כי־תיטיב לך,1291
תבוא עד־דור אבותיו עד־נצח לא יראו־אור,1795
אדם ביקר ולא יבין נמשל כבהמות נדמו,1459
מזמור לאסף אל ׀ א‍להים יהוה דבר ויקרא־ארץ ממזרחש־מש עד־מבאו,2479
מציון מכלל־יפי אלהים הופיע,673
יבא אלהינו ואל־יחרש אש־לפניו תאכל וסביביו נשערה מאד,2364
יקרא אל־השמים מעל ואל־הארץ לדין עמו,1420
אספו־לי חסידי כרתי בריתי עלי־זבח,1658
ויגידו שמים צדקו כי־אלהים ׀ שפט הוא סלה,1241
שמעה עמי ׀ ואדברה ישראל ואעידה בך אלהים אלהיך אנכי,1645
לא על־זבחיך אוכיחך ועולתיך לנגדי תמיד,1336
לא־אקח מביתך פר ממכלאתיך עתודים,1983
כי־לי כל־חיתו־יער בהמות בהררי־אלף,1805
ידעתי כל־עוף הרים וזיז די עמדי,1123
אם־ארעב לא־אמר לך כי־לי תבל ומלאה,1220
האוכל בשר אבירים ודם עתודים אשתה,2113
זבח לאלהים תודה ושלם לעליון נדריך,1404
